reviews	PR
had a regular kindle and this one is just as light but with a backlight so it helps with night time or train reading when in tunnels.a lot faster too, as it's newer.	Lightning Charging Cable
this is my 1st kindle bough for my wife, later on bought another one for myself , we both love it, most important it wont hurt our eyes and battery last for weeks without charging it.	Bose SoundSport Headphones
this is my 2nd kindle for myself, i bought the 1st one for my wife a week ago, we both love it, most important it wont hurt our eyes and battery last for weeks without charging it	USB-C Charging Cable
i bought this kindle paperwhite for my wife. i have always loved the kindle products. this is her first paperwhite and we are incredibly pleased with it. very lightweight, the touchscreen aspect doesn't get in the way of things, and the backlight doesn't compromise the eink quality of feeling like reading on paper.	34in Ultrawide Monitor
i have always loved the kindle products. this is my first paperwhite and i am incredibly pleased with it. very lightweight, the touchscreen aspect doesn't get in the way of things, and the backlight doesn't compromise the eink quality of feeling like i'm reading on paper.	Lightning Charging Cable
easy to read on and awesome battery life. great price.	USB-C Charging Cable
love the paperwhite! best kindle yet. easy on the eyes!	Google Phone
i purchased this as a gift, but have owned three myself. hands down the best reading experience. i love my kindle!that said, this version of their software lost some functions in terms of listing and collections that i really miss. improvements always have a price, i guess.	Bose SoundSport Headphones
this device is a classic reader for people also a good gift for students. it is very comfortable to use it.	Apple Airpods Headphones
great reading experience, always easy on the eyes!	USB-C Charging Cable
great device for reading books. screen is super sharp and the backlight is great in low light. highly recommend!	AA Batteries (4-pack)
thanks bestbuy for offering best price! we have been looking for this product since long and finally got it at bestbuy in great price.	Apple Airpods Headphones
bought this a a gift for my wife, who loves to read, but who has absolutely no use for or interest in information technology and the tools of that trade. she can barely tolerate email, and refuses to interact with a smartphone. once introduced to kindle, however, she has become hooked. it is light, easy to carry, seldom needs to be charged, turns pages with a touch, and is a veritable portable library.it was an inspired gift and who knows where it might lead.	AAA Batteries (4-pack)
easy to use. very good for those that need large lettering. great back light.	Apple Airpods Headphones
i bought this for my wife's birthday present. she absolutely loves it! it is easy to use, easy on her eyes, and she prefers it to paper. best present i've given her this year!	Lightning Charging Cable
i wanted the one with whispersync but none were available, so for the cost and having familiar ebook i purchased this unit. great for taking to poolside or beach when on vacation.	AA Batteries (4-pack)
kindle whitepaper reader is a replacement for my original kindle. i like the fact that the whitepaper has a back light so you can easily read in low light situations. also, the non glare screen makes it so easy to read in bright sunlight.	AAA Batteries (4-pack)
