reviews	PR
The screen is very sharp and easy to use. The letters are crisp and distinctive. The back light works well in the dark or light. I have no problem reading at night in the dark or during the day outside in direct sunlight. The new page press buttons are perfectly placed and very convenient. It's light weight and small enough to hold in one hand whole reading. I only have to charge it every 2 weeks.I would recommend this edition to anyone who enjoys reading.	AA Batteries (4-pack)
I love my Kindle Voyage. It truly is almost like reading a paper book.	AA Batteries (4-pack)
Upgraded from a paperwhite and the build quality of this unit is much, much better! Just it's kind of expensive for an e-reader.	Bose SoundSport Headphones
Purchased for my wife to replace her previous kindle. She loves it. Great product.	AAA Batteries (4-pack)
The Voyage is easily the best kindle avaiailable. The page turn buttons are a little wonky a times, but I find the high-res screen worth it.	27in FHD Monitor
Everything about it is outstanding except the price!	Wired Headphones
Purchased for my mother for Christmas. She hasn't put it down since.	USB-C Charging Cable
Overall I've been very happy with my new Kindle Voyage, the screen is much sharper than my wife's paperwhite (v1) and the backlight is much more even. I've also been very happy with the page turn buttons. It makes it significantly more convenient to turn pages than using the screen and the pressure and feedback both seem about right. The only issue I have that keeps this from earning 5 stars is that the backlight on the screen has a slightly two-tone hue. It is somewhat yellowish on top and bluish on the bottom of the screen. It isn't something that really distracts from reading but it is noticeable when looking for it. Fix this so the coloring is even and it is really a perfect ereader.	USB-C Charging Cable
Excellent Ereader if that is all you are looking for. Probably a bit over priced for the casual reader, the Voyage is wonderful for those looking for the best reading experience and are willing to pay the price tag and trade the lack of functionality.	Apple Airpods Headphones
I just upgraded from a Touch to a Voyage and could not be happier. In my opinion this is by far the best Kindle yet. Its operation and features are similar to the Touch and Paperwhite but it is lighter and faster and very comfortable in the hand. Like other e-ink devices (unlike Fire) the screen has a matte finish which is really superb for reading. Some early reviews I've read complained about part of the screen having a yellowish hue. I have not seen any sign of this so that may have been an early manufacturing issue that hopefully has been corrected. The built-in screen light is amazing.Like other e-ink devices the Voyage allows better control and integration of dictionaries, which is really important for specialized reading or reading in a foreign language where one may want to consult several dictionaries in-situ to fully understand a word or phrase.There is very little not to like about the Voyage. I can only think of two issues to consider:1. Price - no doubt about it, Voyage is expensive, but in my opinion it is worth it. When trading off price and performance, I urge you to go into your nearest Best Buy for a hands-on look at the various Kindles, particularly the Paperwhite and Voyage to see what you really need/want or can live with.2. A minor point for the evolution of e-ink readers: it would be nice if there was some control of the screen background color or at least an implementation of a warmer background. Recent studies suggest adverse effects, particularly regarding getting good sleep, from using electronic devices with bright-white or bluish screens (disrupts melatonin production in the body). This is one (of the few in my opinion) advantages of Kindle Fire and Kindle for Android, where several text background colors are available).I highly recommend Voyage - the new king of e-readers.	Bose SoundSport Headphones
The auto light adjust has worked great for me and I love the different options for page turning. Also, the smaller size and lighter weight is noticeable. If you are buying your first Kindle, I would recommend this. If you already have the Paperwhite, it's up to you but I've been happy I upgraded.	iPhone
The back light is a great addition to this kindle, along with the page press! It's perfect for only using one hand to read. I would highly recommend this kindle and is worth the extra money.	AA Batteries (4-pack)
